Source,Target,Weight
SE,AT,8
SE,AU,27
SE,BD,5
SE,BE,8
SE,BO,1
SE,BR,6
SE,CA,11
SE,CH,13
SE,CL,1
SE,CM,1
SE,CN,14
SE,CO,2
SE,CY,1
SE,CZ,3
SE,DE,28
SE,DK,73
SE,EE,1
SE,ES,16
SE,ET,2
SE,FI,19
SE,FR,24
SE,GB,74
SE,GH,2
SE,GR,3
SE,HK,2
SE,HR,1
SE,HU,1
SE,ID,2
SE,IE,2
SE,IL,1
SE,IN,10
SE,IQ,1
SE,IR,9
SE,IS,8
SE,IT,11
SE,JO,1
SE,JP,6
SE,KE,2
SE,KR,2
SE,LK,1
SE,LT,1
SE,LY,2
SE,MX,3
SE,MY,6
SE,NL,19
SE,NO,47
SE,NZ,3
SE,PK,12
SE,PL,4
SE,PT,16
SE,RS,1
SE,RU,4
SE,SA,3
SE,SD,1
SE,SG,2
SE,TH,3
SE,TR,2
SE,TW,2
SE,UA,1
SE,UG,2
SE,US,118
SE,VN,1
SE,ZA,1
SE,ZW,1
SG,AT,2
SG,AU,51
SG,BD,2
SG,CA,8
SG,CH,2
SG,CN,40
SG,DE,8
SG,DK,7
SG,ES,2
SG,FR,6
SG,GB,32
SG,HK,7
SG,ID,2
SG,IE,2
SG,IN,8
SG,IR,1
SG,IT,2
SG,JP,4
SG,KR,5
SG,LK,1
SG,MY,6
SG,NL,2
SG,NZ,13
SG,PH,1
SG,SE,4
SG,TH,2
SG,TW,7
SG,US,66
SG,VN,2
SI,AT,9
SI,DE,1
SI,FR,2
SI,GB,17
SI,HR,2
SI,HU,1
SI,IT,2
SI,MK,1
SI,NL,2
SI,PT,1
SI,US,5
SJ,PL,1
SK,AT,7
SK,CZ,33
SK,DE,5
SK,ES,2
SK,GB,10
SK,IT,3
SK,RU,1
SK,US,5
SL,AU,1
SL,CN,1
SL,GB,3
SL,IT,1
SL,US,3
SN,RW,2
SN,US,2
SO,GB,1
SO,KE,2
SO,MY,1
SS,SD,2
SV,MX,2
SV,US,2
SX,US,4
SY,EG,1
SY,FR,6
SY,GB,21
SY,US,30
SZ,ZA,4
SZ,ZW,1
TG,BF,1
TG,CI,1
TG,FR,2
TH,AU,16
TH,BD,2
TH,CA,3
TH,CN,1
TH,DE,1
TH,DK,2
TH,ET,1
TH,GB,14
TH,ID,1
TH,JP,10
TH,MM,1
TH,MY,4
TH,NP,3
TH,NZ,2
TH,PH,1
TH,PK,5
TH,SE,7
TH,SG,1
TH,TW,2
TH,US,29
TH,VN,6
TJ,RU,3
TN,CA,8
TN,DE,1
TN,ES,2
TN,FR,20
TN,JP,1
TN,MA,1
TN,US,5
TR,AT,4
TR,AU,18
TR,AZ,1
TR,BA,3
TR,BE,5
TR,CA,19
TR,CY,16
TR,DE,39
TR,DK,12
TR,ES,21
TR,FR,14
TR,GB,87
TR,GE,1
TR,IE,3
TR,IQ,1
TR,IR,7
TR,IT,11
TR,JO,2
TR,JP,3
TR,KR,1
TR,MK,1
TR,NG,2
TR,NL,22
TR,NP,1
TR,PK,1
TR,PS,2
TR,RU,4
TR,SA,9
TR,SE,20
TR,US,247
TT,CA,1
TT,GB,9
TT,US,6
TW,AU,19
TW,BE,3
TW,BG,1
TW,CA,8
TW,CN,28
TW,CZ,1
TW,DE,10
TW,ES,3
TW,FR,3
TW,GB,28
TW,HK,8
TW,ID,1
TW,IE,2
TW,IL,2
TW,IN,7
TW,JP,21
TW,KE,1
TW,KR,2
TW,MY,5
TW,NL,3
TW,NZ,3
TW,PL,1
TW,PT,1
TW,SA,2
TW,SE,8
TW,SG,20
TW,TH,2
TW,US,292
TW,VN,3
TZ,AU,1
TZ,BE,1
TZ,DK,1
TZ,GB,4
TZ,IN,1
TZ,JP,1
TZ,KE,2
TZ,NL,1
TZ,UG,3
TZ,US,4
TZ,ZA,1
UA,AT,6
UA,BY,4
UA,DE,31
UA,ES,7
UA,FR,10
UA,HU,5
UA,IT,6
UA,KZ,3
UA,LV,1
UA,NL,8
UA,PL,19
UA,RU,165
UA,SE,12
UA,US,61
UG,AU,3
UG,BE,2
UG,CM,1
UG,CN,6
UG,DE,1
UG,GB,11
UG,IE,1
UG,KE,8
UG,NG,1
UG,NO,1
UG,SE,4
UG,TZ,5
UG,US,10
UG,ZA,12
US,AE,91
US,AF,2
US,AL,2
US,AR,26
US,AT,54
US,AU,583
US,AZ,1
US,BA,1
US,BD,13
US,BE,38
US,BF,1
US,BG,2
US,BH,4
US,BO,2
US,BR,213
US,BS,1
US,BW,6
US,CA,716
US,CH,174
US,CL,68
US,CM,1
US,CN,408
US,CO,116
US,CR,14
US,CY,53
US,CZ,18
US,DE,291
US,DK,107
US,DO,4
US,DZ,4
US,EC,29
US,EE,2
US,EG,43
US,ES,207
US,ET,5
US,FI,35
US,FR,152
US,GB,971
US,GD,4
US,GE,1
US,GH,8
US,GR,39
US,GT,5
US,GU,1
US,HK,81
US,HN,2
US,HR,3
US,HT,1
US,HU,12
US,ID,25
US,IE,78
US,IL,100
US,IN,167
US,IQ,6
US,IR,40
US,IS,16
US,IT,210
US,JM,6
US,JO,73
US,JP,167
US,KE,24
US,KN,1
US,KR,765
US,KW,32
US,KY,1
US,KZ,7
US,LB,29
US,LK,10
US,LR,1
US,LT,3
US,LV,2
US,LY,3
US,MA,1
US,MG,1
US,MK,1
US,ML,1
US,MN,2
US,MO,5
US,MT,1
US,MW,3
US,MX,212
US,MY,133
US,NG,13
US,NI,1
US,NL,114
US,NO,42
US,NP,6
US,NZ,137
US,OM,7
US,PA,10
US,PE,18
US,PH,13
US,PK,29
US,PL,12
US,PR,35
US,PS,15
US,PT,89
US,PY,1
US,QA,126
US,RO,6
US,RS,6
US,RU,29
US,SA,121
US,SD,2
US,SE,169
US,SG,143
US,SI,7
US,SK,2
US,SL,2
US,SN,2
US,SV,3
US,SX,3
US,SY,1
US,TH,97
US,TN,6
US,TR,187
US,TT,3
US,TW,675
US,TZ,3
US,UA,3
US,UG,10
US,UY,5
US,VC,1
US,VE,8
US,VI,1
US,VN,11
US,ZA,67
US,ZM,3
US,ZW,1
UY,AR,2
UY,CL,1
UY,CO,2
UY,ES,11
UY,FR,2
UY,US,9
UZ,GB,2
UZ,IN,1
UZ,RU,19
VC,US,1
VE,BR,14
VE,CA,10
VE,CO,40
VE,DE,7
VE,ES,80
VE,FR,9
VE,GB,15
VE,IT,3
VE,MX,13
VE,US,53
VI,US,1
VN,AT,4
VN,AU,59
VN,BE,9
VN,CA,8
VN,DE,7
VN,FR,10
VN,GB,10
VN,HU,1
VN,JP,16
VN,KR,37
VN,NL,2
VN,NZ,4
VN,PL,1
VN,SE,1
VN,SG,10
VN,TH,5
VN,TW,7
VN,US,46
YE,CN,2
YE,DE,2
YE,EG,2
YE,IN,3
YE,MY,10
ZA,AT,1
ZA,AU,78
ZA,BW,9
ZA,CA,18
ZA,CH,4
ZA,CN,2
ZA,CZ,3
ZA,DE,9
ZA,DK,3
ZA,ES,1
ZA,ET,6
ZA,FI,4
ZA,FR,2
ZA,GB,84
ZA,GH,8
ZA,GR,1
ZA,IE,2
ZA,IN,2
ZA,IR,1
ZA,JP,3
ZA,KE,13
ZA,KR,2
ZA,LS,2
ZA,MW,1
ZA,MY,2
ZA,MZ,2
ZA,NG,3
ZA,NL,4
ZA,NO,3
ZA,PT,6
ZA,RW,2
ZA,SA,4
ZA,SD,3
ZA,SE,11
ZA,SZ,3
ZA,TZ,5
ZA,UG,10
ZA,US,77
ZA,ZM,3
ZA,ZW,13
ZM,BW,2
ZM,GB,3
ZM,US,2
ZM,ZA,7
ZW,BW,6
ZW,GB,15
ZW,NL,1
ZW,SE,1
ZW,SZ,1
ZW,US,7
ZW,ZA,74
